0 0
0.00990099 0
0.019802 0
0.029703 0
0.039604 0
0.049505 0
0.0594059 0
0.0693069 0
0.0792079 0
0.0891089 0
0.0990099 0
0.108911 0
0.118812 0
0.128713 0
0.138614 0
0.148515 0
0.158416 0
0.168317 0
0.178218 0
0.188119 0
0.19802 0
0.207921 0
0.217822 0
0.227723 0
0.237624 0
0.247525 0
0.257426 0
0.267327 0
0.277228 0
0.287129 0
0.29703 0
0.306931 0
0.316832 0
0.326733 0
0.336634 0
0.346535 0
0.356436 0
0.366337 0
0.376238 0
0.386139 0
0.39604 0
0.405941 0
0.415842 0
0.425743 0
0.435644 0
0.445545 0
0.455446 0
0.465347 0
0.475248 0
0.485149 0
0.49505 0
0.50495 0
0.514851 0
0.524752 0
0.534653 0.001
0.544554 0
0.554455 0.016
0.564356 0.054
0.574257 0.143
0.584158 0.302
0.594059 0.542
0.60396 0.769
0.613861 0.91
0.623762 0.977
0.633663 0.992
0.643564 0.999
0.653465 1
0.663366 1
0.673267 1
0.683168 1
0.693069 1
0.70297 1
0.712871 1
0.722772 1
0.732673 1
0.742574 1
0.752475 1
0.762376 1
0.772277 1
0.782178 1
0.792079 1
0.80198 1
0.811881 1
0.821782 1
0.831683 1
0.841584 1
0.851485 1
0.861386 1
0.871287 1
0.881188 1
0.891089 1
0.90099 1
0.910891 1
0.920792 1
0.930693 1
0.940594 1
0.950495 1
0.960396 1
0.970297 1
0.980198 1
0.990099 1
1 1
